Commit_Message,Release_Notes,Pull_Request_Title,Successful_Builds_per_Day,Code_Coverage,Time_to_Resolve_Issues,Average_Time_to_Merge,Code_Complexity,Rating
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,97,77,11,7,6,558.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,88,7,8,6,78.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,70,29,2,6,134217767.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,74,5,10,6,51.800000000000004
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,73,19,9,6,131115.45
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,72,14,1,6,4138.65
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,95,15,3,7,8237.850000000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,96,89,21,6,8,524336.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,93,24,6,7,4194352.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,93,76,22,5,8,1048620.7500000002
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,70,28,6,8,67108906.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,92,24,5,8,4194350.25
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,90,88,20,8,6,262190.49999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,93,13,10,5,2096.2999999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,84,30,4,6,268435501.50000006
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,86,16,2,8,16432.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,85,72,17,9,7,32810.149999999994
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,76,23,6,6,2097195.0
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,90,15,1,6,8238.550000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,94,85,29,4,8,134217774.79999998
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,85,25,6,5,8388651.2
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,91,88,11,4,6,558.3000000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,83,18,5,7,65582.65000000001
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,74,14,2,5,4140.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,88,95,7,8,8,79.5
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,87,27,7,5,33554480.85
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,82,79,30,8,6,268435498.3
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,89,90,13,10,6,2094.8999999999996
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,99,83,5,6,5,55.9
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,74,9,10,5,172.59999999999997
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,95,94,27,5,7,33554480.95
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,87,73,16,2,5,16425.7
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,92,87,14,9,8,4143.35
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,80,85,14,5,6,4138.55
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,90,29,4,5,134217772.1
Real-life example of commit message,Real-life example of release notes,Real-life example of pull request title,83,79,21,8,5,524330.5999999999
